label	x	y	z	classes	class_prob	sphere_scale	sphere_rotation	r	g	b
671	-1503.5035052322205	-2947.699231780441	-59.63494142388247	[17, 17, 17, 17, 17, 17, 17, 26]	[0.012623814505417542, 0.0013416188546823485, 0.1749513611112299, 0.0010228726236440186, 0.6889548886893425, 0.0024850690452866164, 0.09553027978660798, 0.02233068415466348]	[26.120474687906224, 25.95443216779171, 27.152716971156902]	[0.0, 1.5707963267948966, 0.0]	255	255	255
764	3194.6198093524968	-2576.6919496194723	-40.09037395298522	[17, 17, 17, 17, 17, 17, 26]	[0.0014887617153123646, 0.04648735564166523, 0.0025486660940295816, 0.5670179151586, 0.009903762657391879, 0.3071131674376117, 0.06460083232818112]	[27.214121296988203, 26.59782732297481, 26.440587193146868]	[0.0, 0.0, -0.4446513325567067]	255	255	255
775	-395.26851615775195	-2512.3895555943654	-61.685201560816566	[17, 17, 17, 17, 26]	[0.016272120108114154, 0.8744543447368951, 0.02316787360388295, 0.025598039904523546, 0.059299577631647796]	[25.538179513172338, 28.548669122916223, 26.387700357427946]	[0.0, 1.5707963267948966, 0.0]	255	255	255
929	2714.5797754355776	-2026.576590904815	-59.358867336864094	[17, 17, 17, 17, 17, 26]	[0.0018741861431238252, 0.06549822260995629, 0.46702107253801944, 0.00951668555392889, 0.11790504552023193, 0.3376024329872878]	[26.441772469908905, 27.014609945091614, 26.34797308657229]	[0.0, 0.0, 0.0]	255	255	255
943	3268.42985852611	-2026.3241393725016	-55.04859477367803	[17, 17, 17, 17, 26]	[0.010810652703088064, 0.9633694035242298, 0.013237194623893535, 0.008651306212663303, 0.003784721251044857]	[28.186552933131935, 26.385599773681243, 27.027522987420593]	[-0.24936507839038488, -0.2791913095335461, 1.8712754487211205]	255	255	255
991	3024.4811685256313	-1952.5727605041411	-58.24812614717142	[17, 17]	[0.992623306829356, 0.00681252575861153]	[26.75321587075568, 25.972376626123904, 25.302616258497473]	[-0.22002833316493212, 0.05079578992012617, 0.519329630260706]	255	255	255
1049	-1554.185010486448	-1884.107372520658	-57.9394625505266	[17, 17, 17, 17, 17, 17, 26]	[0.007617794110026372, 0.3150307607399541, 0.0011910295527199936, 0.5651956357696849, 0.005662258260905554, 0.09704726787831033, 0.006306195478590236]	[25.374728529187767, 26.9443726696872, 27.204838725614554]	[0.0, 1.5707963267948966, 0.0]	255	255	255
1069	3604.3058679471137	-1765.0853177793638	-19.113902276866042	[17, 17, 17, 17, 17, 17, 17, 26]	[0.05277304362778632, 0.004054100338919789, 0.005008213374725038, 0.3339402313993281, 0.0012070008753493175, 0.4641221141762831, 0.13634085679586183, 0.0016473219285194024]	[26.122707849346256, 25.976927355420706, 26.81256339174068]	[-1.802707804452175, -0.01352187961100848, 0.2974401265362261]	255	255	255
1075	-1885.1264068045923	-1770.6591831421738	-43.781820303611475	[17, 13, 17, 17, 17, 17, 26]	[0.0011738774648096812, 0.0031303237352193728, 0.012847069403347261, 0.8717942778203411, 0.02890079172774039, 0.025571135728421984, 0.05567628532313075]	[26.6092726421587, 26.22900697041804, 26.056854652739858]	[0.0, 1.5707963267948966, 0.0]	255	255	255
1118	-2207.7220421388283	-1576.753049285916	-62.56407285135098	[17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.03417933710324743, 0.2553626127679482, 0.001825044523824989, 0.0074873711126255075, 0.41124635975771506, 0.00531715705474377, 0.002587767414510765, 0.2552951840290267, 0.02642623305224084]	[26.074737627050048, 26.60953863141933, 25.73706312922408]	[0.0, 0.0, 0.0]	255	255	255
1312	-1690.9823234313058	-836.8747779567575	-51.75452703985157	[17, 17, 17, 17, 17, 26]	[0.00131187302583333, 0.04324431378057743, 0.7889207199826341, 0.011160516854617327, 0.07358917157464871, 0.08091499936556289]	[26.5368168213974, 27.206650517044675, 26.041737749493304]	[-0.05079261507378095, 0.00010223090244407593, 0.001454120303956718]	255	255	255
1386	-1587.9354124815818	-575.8759477148842	-47.24878734417037	[17, 17, 17, 17, 26]	[0.03726015075624637, 0.8664442270046203, 0.014581767871342027, 0.05980605700755476, 0.02139798009272119]	[27.504946285697493, 25.916819138641852, 27.048454188567383]	[1.5707963267948966, 0.0, -0.6496563055231075]	255	255	255
1410	-2736.844689444887	-483.83417073352166	-62.19365044571792	[17, 17, 17, 17, 26]	[0.008612682872410921, 0.9501645560155759, 0.01200992976655946, 0.013126737409432118, 0.014717021440176413]	[25.77050706691775, 26.87973188501847, 26.795149118954093]	[0.0, 1.5707963267948966, 0.0]	255	255	255
1446	-2730.3190633348086	-362.74391338740315	-59.58629729501805	[17, 17]	[0.9694305276293228, 0.03056846953707601]	[26.505364339461845, 29.33962964331048, 25.403787127502284]	[0.0, 0.0, -2.9023699859282095]	255	255	255
1602	-2876.9049842200297	-4082.121566998601	-61.03340895087956	[17, 17, 17, 17, 26]	[0.039674429094964304, 0.5381388754857924, 0.012886765464329732, 0.11440535951331239, 0.2941751423275093]	[27.410325434543857, 26.28214274828878, 26.31359325002387]	[-0.7051655227485695, 0.01945473367418348, 0.1702816440999367]	255	255	255
1766	813.8700693626474	-3819.254314943578	-43.09506985501669	[17, 17, 17, 17, 20, 17, 26]	[0.001068282009645256, 0.02675871618345505, 0.5869259945511068, 0.011264895143294342, 0.0011445855125066812, 0.07089737685711524, 0.30149683911736436]	[27.150058531047613, 26.277265593802152, 26.479004621193653]	[0.0, 1.5707963267948966, 0.0]	255	255	255
1778	852.3757926777403	-3798.441941965821	-60.427771777473	[17, 17, 17, 17, 17, 26]	[0.0014765066345156371, 0.20677819831615823, 0.5837211579319771, 0.009197680779033058, 0.19510780121419238, 0.003165827840322474]	[26.360556298004802, 25.982311935069944, 25.53800895299873]	[-0.10883728395024994, -0.1234234385165892, 0.6528565654013313]	255	255	255
1905	-1854.6092532513603	-3560.4092481424373	-57.066074358396804	[17, 17, 17, 17, 17, 20, 17, 26]	[0.004856258014579845, 0.04697634529960407, 0.002808678934972225, 0.4858167622925869, 0.007825386026824296, 0.003636654366657205, 0.13809588591023192, 0.30941321177166725]	[26.83041263650628, 26.20928561442976, 26.47783788710064]	[1.5707963267948966, 0.0, -0.7698123688205096]	255	255	255
1906	596.6715915240052	-3559.7076006219645	-62.17406622221412	[17, 17, 17, 17, 17, 26]	[0.029551233400898668, 0.005405142438595017, 0.8128305995281642, 0.021121922808167326, 0.07408056684219805, 0.05555773499910282]	[25.67659650335751, 26.26367684793506, 26.66175542052171]	[0.0, 1.5707963267948966, 0.0]	255	255	255
1931	-1665.667981226156	-3467.1811367447012	-53.56655529316161	[17, 17, 17, 17]	[0.008156417354271169, 0.9614245521301124, 0.014783497431750156, 0.014449495907901209]	[26.74539773173276, 27.196717111211953, 26.853332310260857]	[0.0, 0.0, 0.0]	255	255	255
1997	-3022.4655298863136	-3307.065174997261	-57.66300533953247	[17, 17]	[0.9764690317416611, 0.0230855427804854]	[26.91542804179985, 26.379213930592037, 26.295621271289065]	[-1.4238095831558064, -0.1331673288858956, 0.8965767523208501]	255	255	255
2080	-3785.331446146482	-3146.439591433612	-54.05207674636015	[17, 17, 17, 17, 26]	[0.011996082168360267, 0.972823275571023, 0.007452963959762182, 0.006151998363377411, 0.0011159583076856478]	[27.615616918536738, 26.015804409219353, 26.50411409114472]	[-0.07543749677000265, 0.0016179092342481344, 0.589133981760815]	255	255	255
2356	1426.8813154343238	-2680.624896999785	-49.627711503063864	[17, 17, 17, 17]	[0.006272187237737483, 0.9833232474341331, 0.008113034384228323, 0.001895350756960454]	[25.788942351233302, 28.620554140343025, 26.78082493428521]	[0.0, 1.5707963267948966, 0.0]	255	255	255
2391	-3657.222722268107	-2581.380544144191	-57.45214201098309	[17, 17, 17, 17, 17, 17, 17, 17, 26]	[0.20527501839736217, 0.058949703003396026, 0.015811567822122334, 0.11698492065516096, 0.0018434567747014562, 0.5612749617044915, 0.0010114898090955466, 0.027585584017354954, 0.008657581086620778]	[25.51488789939497, 27.47271748587337, 27.12875373728027]	[-2.1558536926621334, 0.3030158836723307, -1.5047758943374248]	255	255	255
2452	-2044.4560393002268	-2445.0837232828335	-54.477956048861095	[17, 17, 17, 17, 17, 26]	[0.01404966777153677, 0.041989231556179785, 0.9057688049099897, 0.006928448926084303, 0.02284240076897226, 0.00720957198548134]	[27.57729012419443, 26.003080680872472, 25.487960769859512]	[-0.715719578180289, -0.036049633373514404, 0.17003102383341231]	255	255	255
2462	-1724.1652287176526	-2417.00135920481	-40.88718872932936	[17, 17, 17, 17, 17, 17, 17, 26]	[0.002784660541091302, 0.287537269624396, 0.0015816311741504744, 0.017923781912757654, 0.4170797287291826, 0.0024124888342564347, 0.2682797263303129, 0.0018918054736776504]	[26.22794499259946, 25.569650223552685, 25.588146340835355]	[1.5707963267948966, 0.0, -0.6464933868840317]	255	255	255
2497	-1796.1452292563472	-2384.042419477507	-57.50067757660518	[17, 17, 17, 17, 17, 17, 26]	[0.02031939074942758, 0.0022554660837862876, 0.1378302165649445, 0.5098234364467809, 0.0024469216060677293, 0.10425507716985447, 0.22221957868696346]	[26.13126967688194, 26.57979165962835, 26.62462725555866]	[1.5707963267948966, 0.0, -2.560154369689536]	255	255	255
2527	-2335.508179627259	-2301.247759733171	-43.709616509960625	[17, 17, 17, 17, 17, 17, 26]	[0.03869374555998106, 0.002992174838672284, 0.08209477610668993, 0.6145097344026256, 0.006402551662550452, 0.14781384994992772, 0.10630988969364422]	[26.062199814892733, 26.986757528984157, 26.808854964085704]	[-0.7708863346067822, -0.09491891469454841, 2.6745182222671624]	255	255	255
2541	-2429.7483822154563	-2252.0303336057837	-33.319156293801576	[17, 17, 17, 17, 17, 17, 26]	[0.005534075050500262, 0.0017090528974167763, 0.21246363414866404, 0.7402415685183978, 0.00374815911559691, 0.03271118114273743, 0.0032679160320407312]	[26.50748532235017, 25.58354317069466, 25.6560016323685]	[-0.9108897000117078, -0.06832360345766636, 0.30659368802345954]	255	255	255
2730	-3622.4629118867942	-1952.4349393614784	-60.78703163914331	[17, 17, 17, 17, 17, 17, 26]	[0.05818922826718647, 0.005944536498513567, 0.1064652203062764, 0.6188212541578824, 0.010299430890764696, 0.1217778566139393, 0.07631581454670325]	[26.92741387010608, 25.99571482445004, 26.2253779083928]	[-0.4667823985014064, 0.33953698706803187, -2.339880538667941]	255	255	255
2826	1282.2244206339396	-1601.204931510943	-64.54250957197243	[17, 17, 17, 17, 17, 17, 17, 17, 17, 26]	[0.06841374104892917, 0.0012115491431409734, 0.001100843009918412, 0.055624094929176665, 0.010352528516165365, 0.014952441375897504, 0.7047924381347124, 0.0071075630957044104, 0.13303646595977262, 0.003263684166082081]	[25.869004723152646, 27.93177204990374, 25.477168369135164]	[0.0, 0.0, -2.962080572229615]	255	255	255
2908	1688.1106482467653	-1201.03117195685	-62.57036379078126	[17, 17, 17, 17, 17, 26]	[0.0028071161018464884, 0.20133732986496217, 0.7172613007290174, 0.004904912363356866, 0.06923936566024032, 0.0035452189710210753]	[26.661727361362438, 25.98931229806214, 26.988123296139264]	[1.5707963267948966, 0.0, -0.5590628666085237]	255	255	255
2929	1531.3421737220883	-1116.254674568264	-55.59559290624199	[17, 17, 17, 17, 17, 17, 26]	[0.027528319021155444, 0.0016776173747966366, 0.09081387245422115, 0.7116295344438173, 0.006896452880125547, 0.09511995059550703, 0.06591097052952016]	[27.28121569393768, 27.13017498350139, 26.104161208219644]	[0.0, 0.0, 0.0]	255	255	255
3035	609.8302280456669	-849.1335017320789	-43.180844693007835	[17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.05217525118158879, 0.22654917699024915, 0.0018456095930440152, 0.0023481644042058596, 0.4790301143831489, 0.005329123170925092, 0.005786890333394676, 0.2006950911269398, 0.024963197521881378]	[26.61614908036796, 26.399981639797193, 26.206100648534694]	[0.0, 0.0, 0.0]	255	255	255
3042	450.89364913221516	-855.834398637493	-63.62030324914746	[17, 17, 17, 17, 17, 17, 26]	[0.08015555671939553, 0.0990135974819606, 0.026810933694260398, 0.2722681056035852, 0.5005582030452721, 0.017197537849830025, 0.003027329717042193]	[26.501796175052668, 25.66142037066398, 25.473501752920832]	[-0.2511833517233207, -0.005084642590951964, 0.19064255563511673]	255	255	255
3082	2537.42468383997	-756.1394404385519	-36.194618887321376	[17, 17]	[0.9951878771654521, 0.004529306348287957]	[26.343459167116166, 27.26427634185493, 30.295075373239087]	[0.0, 0.0, -2.430113915353645]	255	255	255
3125	1525.0716344756497	-602.0302415140359	-57.09835105468374	[17, 17]	[0.9764896198258985, 0.0232980660806364]	[27.36480192697262, 27.145939331299658, 27.725099671339912]	[0.0, 0.0, 0.0]	255	255	255
3188	1471.2755089051439	-490.8237419804286	-44.68143688371214	[17, 17, 17, 17, 17, 17, 26]	[0.012185147252454115, 0.0013290179227818991, 0.027539061120274343, 0.937324824907602, 0.005569991005015179, 0.012252168116745468, 0.002937649039728668]	[29.663698017335406, 25.375096758370347, 26.99760535472175]	[0.0, 0.0, -0.2000582382752501]	255	255	255
3236	922.9732926142538	-289.623660340872	-57.60452310465575	[17, 17, 17]	[0.0012842874581329732, 0.9972081155289045, 0.0013513287440927453]	[28.442935834681474, 25.07486721854565, 25.701708261542677]	[-0.28445733262441075, 0.593216133041716, -1.8998273939825208]	255	255	255
3242	-1875.672773131156	-262.09825175616015	-51.79795417403967	[17, 17, 17]	[0.005038780275509443, 0.987864036934934, 0.006697582211330943]	[27.266936670933887, 27.231967946192434, 27.251997128767087]	[0.0, 0.0, 0.0]	255	255	255
3246	-1851.8995182175415	-277.084279001439	-51.47603559404146	[17, 17]	[0.9936529668160887, 0.006334397113389387]	[25.76809303567917, 27.783962082066235, 28.327562942643073]	[-2.036527310175671, -0.14332799975873023, 1.6534053125675998]	255	255	255
3253	2881.412199255578	-251.4317123041592	-58.49700564132655	[17, 17, 17, 17, 17, 17, 26]	[0.01020720638222842, 0.0011937756049978294, 0.017995027638383915, 0.9514141816138679, 0.007722609424342384, 0.009296844130427495, 0.0017361817693297265]	[27.567185912093198, 26.124682406620263, 25.70679116053897]	[-0.04467097520471152, 0.036659672852107875, -1.053493668703075]	255	255	255
3291	1316.5362391874228	-102.1171980228778	-59.277601265822554	[17, 17, 17, 17, 26]	[0.006315952341544814, 0.9811865122331651, 0.003999739346427728, 0.004308502189251854, 0.0029638790603675135]	[28.777031079872124, 25.988996797739826, 27.30929193188311]	[1.5707963267948966, 0.0, -0.14746308788359985]	255	255	255
3302	1993.654429470062	-98.28600347680822	-55.91699378187762	[17, 17, 17, 17, 17, 17, 17, 17, 20, 20, 17, 26]	[0.08955632417634854, 0.01699086190839604, 0.006775886687912, 0.2260930237547797, 0.0035967705485509677, 0.007138687772345017, 0.37570121086956887, 0.0021180103957641246, 0.04095842538355971, 0.0012468745093889753, 0.1258572529989931, 0.10344503175660626]	[25.71850923244309, 26.546637269018703, 27.1474631120647]	[-1.7937317022127603, -0.078254949082184, 1.6707243642981113]	255	255	255
3343	924.1833656814629	118.51571842108933	-47.852731515026164	[17, 17, 17, 17, 17, 17, 26]	[0.022359441606145822, 0.0012152147975944766, 0.027636806893134996, 0.7774648231450723, 0.014390237986429456, 0.056548522214247846, 0.09995399701091569]	[25.902589738289407, 27.850302328608084, 26.302829254313718]	[0.0, 0.0, 0.0]	255	255	255
3472	895.774665538434	631.3194986639419	-46.54092793709479	[17, 17, 17, 17, 26]	[0.0019721850201931852, 0.9686058574804874, 0.022955561584909828, 0.0027617954033949768, 0.00356092773717189]	[27.612399566890623, 26.060511340730304, 27.981782325875542]	[1.5707963267948966, 0.0, -0.44628957330860586]	255	255	255
3486	1401.9350049275859	693.7908971237657	-63.70397731596441	[17, 17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.016242720908193703, 0.001061838295298969, 0.0880432013007562, 0.001272339128722556, 0.0014449876044174716, 0.7546524264256879, 0.019101776657035892, 0.029322644012002033, 0.06808089504312453, 0.019968669426305975]	[25.343084948232537, 26.665580910087197, 26.145046869175324]	[0.0, 1.5707963267948966, 0.0]	255	255	255
3585	1111.4912814059003	1295.6950309421254	-58.38833388763273	[17, 17, 17, 17, 17, 26]	[0.004453640245395078, 0.012891226169135659, 0.9556728127392125, 0.007739691990595995, 0.01731178127120741, 0.0010858396796528808]	[27.815417559183533, 25.93753378893856, 26.842445256674125]	[0.0, 0.0, -0.06845063301444508]	255	255	255
3592	1144.0167911363083	1274.27754933495	-61.58756225141367	[17, 17, 17]	[0.0013075924805784002, 0.9961552503424416, 0.0022643437142550664]	[27.721723431395993, 25.360195219424973, 26.61563677007173]	[1.5707963267948966, 0.0, -0.05993172794025671]	255	255	255
3617	379.0013956516009	1391.4740568244415	-46.64853541830255	[17, 17, 17, 17, 17, 17, 17, 26]	[0.16322386886471107, 0.011303647405970531, 0.005589714946636024, 0.04727370480906982, 0.6278737555427956, 0.00751771296128133, 0.10011349179403237, 0.03593353486965516]	[26.22703753685761, 26.84403880436321, 26.671113427593124]	[1.5707963267948966, 0.0, -3.0028651035585585]	255	255	255
3646	836.3025108370971	1455.1924321612141	-44.50565556074463	[17, 17, 17, 17, 26]	[0.024862013296015194, 0.9452127340004612, 0.007573578171061, 0.01842656056027999, 0.00297481227033693]	[26.178920023494026, 27.62245803549243, 26.426350084745522]	[1.5707963267948966, 0.0, -2.589360113958268]	255	255	255
3759	1799.6903980605925	-4061.7059546746423	-18.121998733957582	[17, 17, 17, 17, 26]	[0.024944127178754782, 0.6658541305977819, 0.01024508171194732, 0.04987314404475356, 0.2478644956113513]	[26.578843621918473, 26.233094129226735, 26.730399363571763]	[0.0, 1.5707963267948966, 0.0]	255	255	255
3796	-1891.8876220839811	-3566.5326802937766	-52.700856651817	[17, 17]	[0.9973871710898373, 0.0024266762127032704]	[25.605647432064664, 29.51921736268694, 27.08680611297614]	[0.0, 1.5707963267948966, 0.0]	255	255	255
3866	-3694.575862559755	-3011.1053310972206	-36.888563737084894	[17, 17, 17, 17, 17, 20, 17, 26]	[0.21809600323903183, 0.0046821514353943645, 0.13467897941657295, 0.4782321381488325, 0.007298868838401498, 0.0017642321428515096, 0.13883775473404253, 0.015304316674752414]	[25.945370325261727, 26.497665162686012, 26.34503756307702]	[-0.762954825365961, 0.34927613909969357, -0.592829454636502]	255	255	255
